Asik RAWS - Alaska - Noatak National Park and Preserve,,,,,,,,,,,,,,,
Date_Time,Precipitation (in),Wind Speed (mph),Wind Direction (degrees),Average Air Temperature (F),Relative Humidity (%),Battery Voltage (Volts),Wind Direction of Gust (degrees),Peak Wind Speed (mph),Solar Radiation (W m-²),Snow Depth (in),Minimum Air Temperature (F),Maximum Air Temperature (F),Soil Temperature 10 cm (F),Soil Temperature 20 cm (F),Soil Temperature 50 cm (F)
10/15/2014 12:00,0,1.6,115,19.61,99,12.3,93,4,23,0,19.1,20.2,23.4,24.1,26.4
10/15/2014 13:00,0,2.2,117,19.6,100,12.3,185,4.2,78,0,19.3,20.19,23.7,24.2,26.4
10/15/2014 14:00,0,2.7,118,20.14,100,12.3,110,4.9,63,0,19.88,20.58,24.2,24.5,26.4
10/15/2014 15:00,0,3.2,144,20.07,100,12.3,168,5.7,64,0,19.68,20.47,24.7,24.8,26.4
10/15/2014 16:00,0,3.2,142,20.14,100,12.3,155,6.9,53,0,19.78,20.57,25,25.1,26.5
10/15/2014 17:00,0,5,181,19.8,100,12.3,170,6.2,48,0,19.49,20.28,25.4,25.4,26.6
10/15/2014 18:00,0,4.6,183,19.79,100,12.3,172,6.5,26,0,19.59,20.08,25.6,25.6,26.7
10/15/2014 19:00,0,2.6,119,19.96,100,12.3,139,5,5,0,19.79,20.08,25.6,25.8,26.8
10/15/2014 20:00,0,1.9,73,19.93,100,12.3,71,3.1,1,0,19.89,20.08,25.6,25.9,26.9
10/15/2014 21:00,0,1.5,101,19.68,99,12.3,141,2.8,0,0,18.71,19.99,25.6,25.9,27
10/15/2014 22:00,0,1.9,62,19.16,100,12.3,65,2.9,0,0,18.61,19.53,25.4,25.9,27.1
10/15/2014 23:00,0,2.2,67,19.05,100,12.3,84,3.4,0,0,18.74,19.23,25,25.7,27.1
10/16/2014 0:00,0,1.6,51,18.84,100,12.3,66,2.6,0,0,18.45,19.14,24.7,25.5,27.1
10/16/2014 1:00,0,2.5,34,18.56,100,12.3,40,3.3,0,0,18.45,18.74,24.5,25.4,27.1
10/16/2014 2:00,0,1.2,56,18.24,99,12.3,57,2.8,0,0,17.86,18.45,24.5,25.3,27
10/16/2014 3:00,0,0.5,81,18.01,99,12.3,324,1.7,0,0,17.86,18.36,24.5,25.2,26.9
10/16/2014 4:00,0,1.5,351,18.35,100,12.3,346,2,0,0,17.57,18.85,24.5,25.2,26.9
10/16/2014 5:00,0,1.3,24,18.71,99,12.3,37,2.2,0,0,18.45,19.04,24.5,25.1,26.8
10/16/2014 6:00,0,0.8,262,18.81,99,12.3,221,2,0,0,18.45,19.23,24.4,25.1,26.8
10/16/2014 7:00,0,0.7,276,17.87,99,12.3,2,1.7,0,0,16.5,18.85,24.3,25,26.7
10/16/2014 8:00,0,1.7,346,17.91,99,12.3,29,3.6,0,0,17.18,18.74,23.9,24.8,26.7
10/16/2014 9:00,0,1.9,351,18.53,99,12.3,341,2.7,0,0,18.16,18.85,23.5,24.6,26.6
10/16/2014 10:00,0,2.3,9,18.85,99,12.3,34,3.5,1,0,18.55,19.04,23.2,24.4,26.5
10/16/2014 11:00,0,2.8,359,18.52,98,12.3,350,3.6,10,0,17.87,18.95,23.2,24.3,26.4
10/16/2014 12:00,0,3.7,9,18.8,97,12.3,16,6.3,38,0,18.36,19.22,23.3,24.2,26.3
10/16/2014 13:00,0,5.2,24,19.43,91,12.3,19,6.2,115,0,19.1,20.19,23.5,24.2,26.3
10/16/2014 14:00,0,4.5,20,20.65,79,12.3,22,6.6,182,0,20.19,21.07,23.8,24.3,26.2
10/16/2014 15:00,0,3.8,23,21.37,75,12.3,31,5.5,210,0,20.37,22.14,24.1,24.4,26.2
10/16/2014 16:00,0,4,16,21.94,75,12.3,29,5.5,193,0,21.43,22.53,24.5,24.6,26.2
10/16/2014 17:00,0,2.7,30,22.99,71,12.3,16,4.3,159,0,21.93,24.22,24.9,24.8,26.3
10/16/2014 18:00,0,1.7,359,23.2,75,12.3,334,3.2,101,0,22.53,23.83,25.1,25,26.4
10/16/2014 19:00,0,4.3,4,22.01,80,12.3,0,6.6,26,0,21.35,22.92,25.2,25.1,26.4
10/16/2014 20:00,0,6.2,6,21.34,81,12.3,37,9.7,2,0,20.19,22.17,25,25.1,26.5
10/16/2014 21:00,0,6.8,12,21.03,78,12.3,39,9.8,0,0,20.49,21.78,24.7,25.1,26.5
10/16/2014 22:00,0,8.5,19,20.93,78,12.3,32,11.3,0,0,20.21,21.69,24.3,25,26.5
10/16/2014 23:00,0,8.5,16,20.85,77,12.3,347,10.7,0,0,20,21.69,24.1,24.8,26.5
10/17/2014 0:00,0,7,15,20.94,79,12.3,9,9.1,0,0,19.61,21.78,23.8,24.7,26.4
10/17/2014 1:00,0,8.6,355,20.72,74,12.3,355,12.5,0,0,19.42,22.39,23.6,24.5,26.4
10/17/2014 2:00,0,6.4,359,20.98,75,12.3,4,7.9,0,0,19.81,21.79,23.4,24.3,26.3
10/17/2014 3:00,0,5.9,354,20.75,76,12.3,351,7,0,0,20.11,21.4,23.2,24.2,26.2
10/17/2014 4:00,0,5.5,11,20.72,79,12.3,11,6.7,0,0,19.99,21.49,23.1,24,26.1
10/17/2014 5:00,0,4.9,0,20.59,81,12.3,351,5.8,0,0,20.39,20.98,23.1,24,26
10/17/2014 6:00,0,4.9,32,21.02,81,12.3,59,7.6,0,0,20.28,21.87,23.1,24,25.9
10/17/2014 7:00,0,4.7,41,20.47,83,12.3,65,6.4,0,0,20.28,20.78,23.2,24,25.9
10/17/2014 8:00,0,5.2,46,20.85,82,12.3,51,8.3,0,0,20.38,21.17,23.3,24,25.8
10/17/2014 9:00,0,5.8,24,21.37,82,12.3,27,8.2,0,0,20.88,21.77,23.4,24,25.8
10/17/2014 10:00,0,6.4,34,21.54,81,12.3,41,7.5,0,0,21.17,21.87,23.5,24.1,25.8
10/17/2014 11:00,0,8.1,34,21.48,79,12.3,39,9.9,5,0,21.07,21.77,23.6,24.1,25.8
10/17/2014 12:00,0,7.9,36,21.45,80,12.3,41,9.6,22,0,21.17,21.67,23.7,24.2,25.8
10/17/2014 13:00,0,7,37,21.61,81,12.3,31,8.8,48,0,21.28,21.87,23.8,24.3,25.8
10/17/2014 14:00,0,4.8,40,21.93,83,12.3,51,6.7,66,0,21.57,22.17,24,24.4,25.8
10/17/2014 15:00,0,4.3,46,22.29,78,12.3,39,6.3,77,0,21.96,22.85,24.3,24.6,25.9
10/17/2014 16:00,0,3.4,58,22.75,80,12.3,63,5.4,75,0,22.45,22.94,24.7,24.8,25.9
10/17/2014 17:00,0,5.8,46,23.13,77,12.3,61,10.5,63,0,22.83,23.53,25,25,26
10/17/2014 18:00,0,8.6,56,23.52,73,12.3,42,12.2,37,0,23.33,23.73,25.2,25.2,26.1
10/17/2014 19:00,0,8.1,44,23.11,72,12.3,47,10.3,15,0,22.75,23.56,25.3,25.4,26.2
10/17/2014 20:00,0,5.8,33,23.05,70,12.3,36,8.9,1,0,22.56,23.96,25.2,25.4,26.3
10/17/2014 21:00,0,6.1,358,22.43,73,12.3,348,10.3,0,0,21.97,22.97,25.1,25.4,26.4
10/17/2014 22:00,0,6.6,4,22.22,79,12.3,5,9.4,0,0,21.77,22.86,25,25.4,26.4
10/17/2014 23:00,0,3.9,357,22.71,79,12.3,34,6.3,0,0,22.17,23.46,25,25.4,26.5
10/18/2014 0:00,0,9.9,29,23.32,78,12.3,37,16.4,0,0,22.86,23.86,24.9,25.4,26.5
10/18/2014 1:00,0,12.4,35,23.67,74,12.3,40,15.1,0,0,23.06,24.06,25,25.3,26.5
10/18/2014 2:00,0,11.3,37,24.02,69,12.3,44,16.6,0,0,23.56,24.66,25,25.4,26.5
10/18/2014 3:00,0,9.6,36,24.48,72,12.3,40,16.1,0,0,24.05,25.06,25.1,25.4,26.5
10/18/2014 4:00,0,11,44,24.43,72,12.3,59,16.1,0,0,24.05,25.05,25.1,25.4,26.5
10/18/2014 5:00,0,14.4,40,24.33,72,12.3,38,18.6,0,0,23.94,25.16,25.2,25.5,26.5
10/18/2014 6:00,0,9.5,33,24.76,71,12.3,46,18.3,0,0,24.35,25.35,25.3,25.5,26.5
10/18/2014 7:00,0,7.3,27,24.92,73,12.3,18,15.4,0,0,24.25,25.55,25.3,25.5,26.5
10/18/2014 8:00,0,12.2,46,24.97,74,12.3,50,17.3,0,0,24.54,25.85,25.4,25.6,26.6
10/18/2014 9:00,0,13.3,45,24.89,75,12.3,43,18.2,0,0,24.33,25.75,25.5,25.6,26.6
10/18/2014 10:00,0,11.2,34,24.58,75,12.3,37,16.7,0,0,24.24,24.95,25.5,25.7,26.6
10/18/2014 11:00,0,9.4,44,24.74,73,12.3,42,14.5,3,0,24.34,25.65,25.6,25.7,26.6
10/18/2014 12:00,0,8.3,63,24.88,74,12.3,53,12.1,21,0,24.34,26.55,25.6,25.8,26.7
10/18/2014 13:00,0,11.7,57,24.15,74,12.3,53,15.7,22,0,23.72,24.73,25.7,25.9,26.7
10/18/2014 14:00,0,8,61,24.07,73,12.3,67,12.7,34,0,23.83,24.44,25.8,25.9,26.7
10/18/2014 15:00,0,8.7,56,23.83,72,12.3,58,12.1,45,0,23.63,24.24,26,26,26.8
10/18/2014 16:00,0,8.9,57,24.75,70,12.3,62,11.5,98,0,23.93,25.53,26.1,26.1,26.8
10/18/2014 17:00,0,9.2,60,24.02,72,12.3,51,13.3,60,0,23.22,24.73,26.3,26.3,26.9
10/18/2014 18:00,0,6.6,54,23.44,70,12.3,51,11.1,41,0,23.12,23.93,26.4,26.4,26.9
10/18/2014 19:00,0,4,57,22.74,72,12.3,82,6.1,11,0,21.96,23.55,26.4,26.4,27
10/18/2014 20:00,0,5.5,51,21.64,73,12.3,37,7.2,1,0,20.98,22.16,26.2,26.4,27.1
10/18/2014 21:00,0,8.2,44,21.06,74,12.3,49,11.5,0,0,20.19,22.17,25.9,26.3,27.1
10/18/2014 22:00,0,6.1,30,21.04,70,12.3,31,9.5,0,0,20.19,22.57,25.5,26.1,27.1
10/18/2014 23:00,0,3.8,14,21.71,68,12.3,323,7,0,0,20.68,23.16,25.3,25.9,27.1
10/19/2014 0:00,0,5.8,24,20.85,75,12.3,34,8,0,0,19.59,23.07,25.1,25.7,27
10/19/2014 1:00,0,6,32,20.54,74,12.3,40,9,0,0,19.79,21.37,25,25.6,26.9
10/19/2014 2:00,0,7,28,21.33,72,12.3,36,9.1,0,0,19.99,22.06,24.8,25.5,26.9
10/19/2014 3:00,0,6.2,36,21.56,72,12.3,55,8.8,0,0,20.77,22.77,24.7,25.3,26.8
10/19/2014 4:00,0,8.1,47,21.92,75,12.3,50,11.1,0,0,21.37,22.27,24.6,25.2,26.7
10/19/2014 5:00,0,9,55,22.18,73,12.3,45,12,0,0,21.77,22.56,24.6,25.2,26.6
10/19/2014 6:00,0,8.5,55,22.19,71,12.3,45,11.9,0,0,21.77,22.47,24.7,25.2,26.5
10/19/2014 7:00,0,14.2,48,22.23,69,12.3,52,18.2,0,0,21.77,22.66,24.7,25.1,26.5
10/19/2014 8:00,0,12.4,47,21.79,68,12.3,43,17.7,0,0,21.57,22.27,24.7,25.1,26.5
10/19/2014 9:00,0,11.3,55,21.41,66,12.3,59,15.6,0,0,21.28,21.57,24.7,25.1,26.4
10/19/2014 10:00,0,13.3,51,21.55,64,12.3,46,17.1,0,0,21.37,21.87,24.6,25.1,26.4
10/19/2014 11:00,0,14.6,48,21.67,65,12.3,47,19.4,5,0,21.37,22.17,24.6,25.1,26.4
10/19/2014 12:00,0,12.8,46,21.34,67,12.3,51,16.6,28,0,20.98,21.77,24.6,25,26.4
10/19/2014 13:00,0,10.6,47,21.25,66,12.3,42,13.6,59,0,20.58,22.06,24.6,25,26.3
10/19/2014 14:00,0,8.6,54,22.32,67,12.3,57,12.4,88,0,21.97,22.66,24.6,25,26.3
10/19/2014 15:00,0,6.1,50,22.82,64,12.3,66,8.1,77,0,22.55,23.15,24.9,25.1,26.3
10/19/2014 16:00,0,7.9,47,23.44,65,12.3,44,11.2,78,0,23.05,23.73,25.1,25.2,26.3
10/19/2014 17:00,0,7,49,23.63,64,12.3,57,9.8,54,0,23.44,23.84,25.4,25.4,26.4
10/19/2014 18:00,0,6,28,23.36,66,12.3,36,8.6,33,0,23.25,23.54,25.5,25.6,26.4
10/19/2014 19:00,0,7.1,32,22.93,69,12.3,55,9,9,0,22.65,23.35,25.6,25.7,26.5
10/19/2014 20:00,0,9.6,27,22.51,72,12.3,25,13.5,0,0,22.17,22.77,25.5,25.7,26.6
10/19/2014 21:00,0,7.7,11,22.22,72,12.3,29,10.5,0,0,21.87,22.47,25.4,25.7,26.6
10/19/2014 22:00,0,8.5,8,22.55,69,12.3,3,11.3,0,0,21.97,23.27,25.3,25.6,26.6
10/19/2014 23:00,0,9.7,15,22.77,68,12.3,30,14.9,0,0,22.36,23.16,25.2,25.6,26.6
10/20/2014 0:00,0,8.7,25,22.14,72,12.3,17,12.2,0,0,21.47,22.86,25.1,25.5,26.6
10/20/2014 1:00,0,4.8,26,22.24,71,12.3,30,6.2,0,0,21.67,22.77,24.9,25.4,26.6
10/20/2014 2:00,0,5.1,12,22.35,72,12.3,351,7.5,0,0,21.97,22.66,24.8,25.3,26.6
10/20/2014 3:00,0,10.2,27,22.58,73,12.3,36,18.4,0,0,22.06,23.16,24.8,25.3,26.5
10/20/2014 4:00,0,13.3,32,22.2,74,12.3,39,16.6,0,0,21.47,22.86,24.8,25.2,26.5
10/20/2014 5:00,0,12.5,34,21.62,75,12.3,39,17.1,0,0,21.17,21.97,24.8,25.2,26.4
10/20/2014 6:00,0,12.3,43,21.37,75,12.3,57,16.3,0,0,20.98,21.67,24.7,25.1,26.4
10/20/2014 7:00,0,11.7,40,21.58,75,12.3,40,17.2,0,0,21.28,21.87,24.7,25.1,26.4
10/20/2014 8:00,0,10.3,34,21.9,72,12.3,47,15.9,0,0,21.17,22.66,24.6,25.1,26.3
10/20/2014 9:00,0,13.2,42,22.32,73,12.3,47,17,0,0,22.06,22.56,24.6,25,26.3
10/20/2014 10:00,0,14.4,43,22.53,72,12.3,47,18.2,0,0,22.17,23.07,24.6,25,26.3
10/20/2014 11:00,0,12.9,44,23.37,70,12.3,51,17.1,4,0,22.77,24.16,24.7,25,26.3
10/20/2014 12:00,0,13.5,44,24.64,68,12.3,48,18,20,0,23.86,25.27,24.7,25.1,26.3
10/20/2014 13:00,0,11.7,39,25.3,67,12.3,54,18.2,40,0,24.94,25.73,24.9,25.1,26.3
10/20/2014 14:00,0,11.9,35,26.33,65,12.3,36,14.8,56,0,25.73,26.85,25.2,25.3,26.3
10/20/2014 15:00,0,11.7,49,27.09,66,12.3,57,18.5,71,0,26.85,27.46,25.5,25.5,26.3
10/20/2014 16:00,0,14.1,47,27.16,65,12.3,60,20.1,78,0,26.95,27.55,25.8,25.7,26.4
10/20/2014 17:00,0,16,41,26.87,64,12.3,39,22.7,53,0,26.44,27.35,26.1,25.9,26.4
10/20/2014 18:00,0,15.7,41,26.76,63,12.3,49,22,27,0,26.44,27.15,26.3,26.1,26.6
10/20/2014 19:00,0,17.9,40,26.37,63,12.3,44,23,8,0,25.64,27.15,26.4,26.2,26.7
10/20/2014 20:00,0,22,43,25.63,65,12.3,50,30.5,1,0,24.62,26.54,26.4,26.3,26.8
10/20/2014 21:00,0,18.9,52,24.59,67,12.3,43,24.3,0,0,24.22,25.43,26.3,26.3,26.8
10/20/2014 22:00,0,18.6,53,24.44,71,12.3,53,24.8,0,0,24.03,25.64,26.2,26.3,26.9
10/20/2014 23:00,0,16.4,51,24.57,70,12.3,51,22.3,0,0,24.14,24.95,26.2,26.3,27
10/21/2014 0:00,0,15.4,53,24.89,70,12.3,61,20.6,0,0,24.54,25.34,26.2,26.3,27
10/21/2014 1:00,0,14,51,24.88,72,12.3,51,18,0,0,24.63,25.03,26.1,26.3,27
10/21/2014 2:00,0,12.3,34,25.13,71,12.3,47,18.7,0,0,24.83,25.44,26.2,26.3,27
10/21/2014 3:00,0,12.4,43,25.48,70,12.3,55,17.2,0,0,25.13,26.54,26.2,26.3,27
10/21/2014 4:00,0,15.7,39,25.6,71,12.3,56,22.4,0,0,25.03,26.24,26.2,26.3,27
10/21/2014 5:00,0,16.5,51,24.6,71,12.3,51,23.1,0,0,24.13,25.03,26.3,26.4,27
10/21/2014 6:00,0,17.9,47,24.15,71,12.3,53,22.1,0,0,23.63,24.64,26.2,26.4,27.1
10/21/2014 7:00,0,16.3,44,23.57,70,12.3,40,20.5,0,0,23.06,24.25,26.2,26.4,27.1
10/21/2014 8:00,0,13.7,40,23.71,68,12.3,39,17.4,0,0,22.95,25.47,26.1,26.3,27.1
10/21/2014 9:00,0,15.7,44,23.36,68,12.3,44,20.6,0,0,22.76,24.36,26,26.3,27.1
10/21/2014 10:00,0,17.2,46,22.58,71,12.3,51,22.4,0,0,21.66,23.15,25.9,26.3,27.1
10/21/2014 11:00,0,17.8,38,21.53,72,12.3,33,24.1,9,0,21.17,22.06,25.8,26.2,27.1
10/21/2014 12:00,0,17.5,45,21.95,71,12.3,59,22.7,49,0,21.47,22.36,25.6,26,27
10/21/2014 13:00,0,11.8,47,23.22,66,12.3,40,15.1,112,0,22.17,24.57,25.5,25.9,27
10/21/2014 14:00,0,10.2,56,24.54,65,12.3,40,15.6,152,0,23.95,25.23,25.6,25.9,26.9
10/21/2014 15:00,0,8.3,65,25.29,64,12.3,66,11.4,167,0,24.62,25.93,25.8,25.9,26.9
10/21/2014 16:00,0,6,68,25.88,63,12.3,81,8.2,159,0,25.23,26.44,26.1,25.9,26.8
10/21/2014 17:00,0,7.8,63,24.74,68,12.3,70,10.7,89,0,23.92,26.14,26.3,26,26.8
10/21/2014 18:00,0,5.6,39,23.37,69,12.3,51,7.8,62,0,22.33,23.92,26.3,26.1,26.9
10/21/2014 19:00,0,5.7,29,22.37,69,12.3,44,9.8,13,0,21.76,23.16,26.1,26.1,26.9
10/21/2014 20:00,0,7.6,29,21.74,72,12.3,43,11.5,1,0,20.49,22.56,25.8,25.9,26.9
10/21/2014 21:00,0,9.3,24,20.73,73,12.3,42,12.7,0,0,19.99,21.37,25.4,25.8,26.9
10/21/2014 22:00,0,7,25,20.2,75,12.3,32,10,0,0,19.51,20.79,25,25.5,26.8
10/21/2014 23:00,0,5.8,41,20.18,73,12.3,60,9.1,0,0,19.42,20.71,24.6,25.3,26.8
10/22/2014 0:00,0,6,15,20.13,76,12.3,7,9.7,0,0,18.95,20.81,24.2,25,26.6
10/22/2014 1:00,0,8,15,19.25,75,12.3,47,10.5,0,0,18.45,20.32,23.9,24.8,26.5
10/22/2014 2:00,0,8,24,19.35,73,12.3,37,11.8,0,0,18.55,20.23,23.6,24.5,26.3
10/22/2014 3:00,0,7,33,19.1,75,12.3,52,11.5,0,0,18.26,20.13,23.3,24.3,26.2
10/22/2014 4:00,0,6.8,22,19.64,75,12.3,23,9.5,0,0,18.85,20.42,23.1,24,26
10/22/2014 5:00,0,9,26,19.37,78,12.3,51,11.4,0,0,18.94,20.02,22.8,23.8,25.9
10/22/2014 6:00,0,7.7,18,19.55,77,12.3,19,11.6,0,0,18.95,20.13,22.7,23.6,25.7
10/22/2014 7:00,0,7.2,14,19.58,79,12.3,24,9.4,0,0,18.45,20.02,22.5,23.4,25.6
10/22/2014 8:00,0,8,26,19.6,79,12.3,29,11.5,0,0,18.85,20.13,22.3,23.3,25.5
10/22/2014 9:00,0,5.8,20,18.75,80,12.3,48,7.9,0,0,18.16,19.44,22.2,23.1,25.3
10/22/2014 10:00,0,4.9,22,19.11,79,12.3,35,6.9,0,0,18.36,19.83,22,23,25.2
10/22/2014 11:00,0,6.2,16,19.84,75,12.3,24,8,7,0,18.95,21.01,21.8,22.8,25.1
10/22/2014 12:00,0,5.9,13,20.26,74,12.3,10,8,45,0,19.69,20.92,21.7,22.7,25
10/22/2014 13:00,0,4.4,14,20.85,69,12.3,352,6.5,115,0,19.99,22.36,21.8,22.6,24.8
10/22/2014 14:00,0,2.5,27,23.38,67,12.3,42,6.3,167,0,22.27,24.43,22.2,22.6,24.7
10/22/2014 15:00,0,1.7,13,23.54,70,12.3,20,2.6,81,0,23.33,23.83,22.9,22.9,24.7
10/22/2014 16:00,0,2.8,26,23.68,70,12.3,0,4.2,73,0,23.53,23.92,23.5,23.3,24.7
10/22/2014 17:00,0,3.1,23,23.95,69,12.3,19,4.3,95,0,23.53,24.42,23.9,23.6,24.7
10/22/2014 18:00,0,3.9,36,23.59,72,12.3,43,8.5,58,0,23.12,24.33,24.2,23.9,24.9
10/22/2014 19:00,0,6,36,22.53,73,12.3,40,10.3,14,0,21.74,23.53,24.3,24.1,25
10/22/2014 20:00,0,7.6,42,21.39,75,12.3,56,10.6,0,0,20.77,21.96,24.2,24.2,25.1
10/22/2014 21:00,0,6.9,42,20.52,77,12.3,43,9.9,0,0,19.81,21.17,24,24.2,25.2
10/22/2014 22:00,0,8.9,43,19.96,77,12.3,37,11,0,0,19.52,20.4,23.7,24.1,25.3
10/22/2014 23:00,0,6.3,36,19.35,79,12.3,46,8.7,0,0,18.65,19.82,23.3,23.9,25.2
10/23/2014 0:00,0,4.2,19,19.1,77,12.3,33,6.3,0,0,18.45,19.73,23,23.7,25.2
10/23/2014 1:00,0,3.2,10,18.86,79,12.3,31,5.3,0,0,18.16,19.34,22.6,23.4,25.1
10/23/2014 2:00,0,5.5,44,18.02,81,12.3,42,7.4,0,0,17.18,18.65,22.2,23.1,25
10/23/2014 3:00,0,3.2,31,17.83,81,12.3,43,6,0,0,17.18,18.26,21.9,22.9,24.9
10/23/2014 4:00,0,4.5,38,17.29,82,12.3,46,7.5,0,0,16.31,18.06,21.6,22.6,24.7
10/23/2014 5:00,0,3.6,39,16.87,81,12.2,35,6.3,0,0,16.41,17.38,21.3,22.4,24.6
10/23/2014 6:00,0,2.7,71,17.15,81,12.2,76,5.9,0,0,16.42,17.68,21,22.1,24.4
10/23/2014 7:00,0,2,73,16.1,85,12.2,98,4.2,0,0,14.99,16.82,20.7,21.9,24.3
10/23/2014 8:00,0,3.2,105,15.68,85,12.2,110,5.8,0,0,14.6,16.54,20.4,21.6,24.1
10/23/2014 9:00,0,6.8,138,15.72,87,12.2,120,10.9,0,0,14.89,16.73,20.2,21.4,24
10/23/2014 10:00,0,8.3,152,15.91,88,12.2,154,11.5,0,0,14.89,16.83,20.1,21.2,23.8
10/23/2014 11:00,0,9.2,130,16.57,89,12.2,129,11.8,7,0,15.93,17.3,20.1,21.1,23.7
10/23/2014 12:00,0,13.9,118,16.72,88,12.2,114,19.6,28,0,15.92,17.47,20.1,21.1,23.6
10/23/2014 13:00,0,16.5,124,17.2,89,12.2,118,22,31,0,16.69,17.47,20.3,21.1,23.5
10/23/2014 14:00,0,20,127,17.5,86,12.2,124,26.6,37,0,16.99,18.16,20.5,21.2,23.4
10/23/2014 15:00,0,22.2,125,18.2,86,12.3,119,26.5,56,0,17.96,18.45,20.7,21.3,23.4
10/23/2014 16:00,0,21.3,134,18.17,87,12.3,130,25.7,49,0,17.95,18.34,21,21.5,23.4
10/23/2014 17:00,0,24,126,17.85,91,12.3,133,29.1,34,0,17.36,18.14,21.2,21.7,23.4
10/23/2014 18:00,0,17.9,123,17.46,98,12.3,157,23.8,11,0,17.27,17.67,21.4,21.8,23.4
10/23/2014 19:00,0,14.1,115,18.16,99,12.3,135,19.1,2,0,17.67,18.36,21.5,21.9,23.5
10/23/2014 20:00,0,22.4,117,18.39,99,12.3,119,28.8,0,0,18.15,18.55,21.7,22.1,23.5
10/23/2014 21:00,0,19.9,117,18.66,99,12.3,108,25.6,0,0,18.45,18.84,21.8,22.2,23.6
10/23/2014 22:00,0,17.1,130,18.6,99,12.3,111,23.3,0,0,18.34,18.84,21.9,22.3,23.6
10/23/2014 23:00,0,18.3,107,18.28,99,12.3,103,23.6,0,0,18.23,18.44,22,22.3,23.7
10/24/2014 0:00,0,24.6,111,18.47,99,12.3,114,29,0,0,18.24,18.64,22.1,22.4,23.8
10/24/2014 1:00,0,10.5,109,18.58,100,12.3,126,21,0,0,18.44,18.74,22.1,22.5,23.8
10/24/2014 2:00,0,13.1,107,18.98,100,12.3,114,21.7,0,0,18.73,19.33,22.2,22.6,23.8
10/24/2014 3:00,0,12.4,119,18.98,100,12.3,115,18.2,0,0,18.93,19.02,22.3,22.7,23.9
10/24/2014 4:00,0,8.2,137,19.34,100,12.3,134,12.7,0,0,19.02,19.81,22.4,22.8,23.9
10/24/2014 5:00,0,8.3,127,19.61,100,12.3,147,11.8,0,0,19.41,19.81,22.6,22.8,23.9
10/24/2014 6:00,0,5.3,197,19.88,100,12.3,211,8.9,0,0,19.69,20.39,22.7,22.9,24
10/24/2014 7:00,0,7.6,210,19.75,100,12.3,224,9.8,0,0,19.49,20.08,22.9,23.1,24
10/24/2014 8:00,0,5.9,221,20.05,100,12.3,223,7.8,0,0,19.79,20.28,23,23.2,24.1
10/24/2014 9:00,0,6.3,218,20.18,100,12.3,216,8.8,0,0,20.08,20.38,23.1,23.3,24.1
10/24/2014 10:00,0,2.4,287,20.2,100,12.3,63,4.2,0,0,19.99,20.58,23.1,23.4,24.2
10/24/2014 11:00,0,1.8,185,20.26,100,12.2,219,3.4,4,0,19.99,20.77,23.2,23.4,24.3
10/24/2014 12:00,0,2.4,132,20.3,100,12.3,136,3.6,31,0,19.99,20.58,23.3,23.5,24.3
10/24/2014 13:00,0,4.8,90,19.58,100,12.3,98,6.5,87,0,19.2,20.19,23.4,23.6,24.4
10/24/2014 14:00,0,4.7,111,19.96,100,12.3,112,10.8,102,0,19.59,20.38,23.5,23.7,24.4
10/24/2014 15:00,0,9.5,115,20.34,100,12.3,118,12.7,75,0,19.89,20.58,23.7,23.8,24.5
10/24/2014 16:00,0,10,124,20.88,100,12.3,128,13.5,39,0,20.58,21.37,23.8,23.9,24.5
10/24/2014 17:00,0,11.7,112,20.95,100,12.3,98,16.2,37,0,20.77,21.37,23.9,24,24.6
10/24/2014 18:00,0,5.3,93,21.65,100,12.3,119,12.8,21,0,21.37,21.77,24.1,24.1,24.7
10/24/2014 19:00,0,5.3,153,21.38,100,12.3,121,9.7,2,0,21.07,21.77,24.2,24.2,24.7
10/24/2014 20:00,0,6.5,170,21.41,100,12.3,198,10.2,0,0,21.07,21.57,24.2,24.3,24.8
10/24/2014 21:00,0,8.9,139,21.55,100,12.3,116,12.8,0,0,21.47,21.57,24.3,24.4,24.9
10/24/2014 22:00,0,9.4,130,21.54,100,12.3,122,15,0,0,21.37,21.77,24.4,24.5,24.9
10/24/2014 23:00,0,8.8,127,21.92,100,12.3,161,12.9,0,0,21.67,22.17,24.4,24.5,25
10/25/2014 0:00,0,8.9,144,22.32,100,12.3,134,13.9,0,0,22.17,22.66,24.5,24.6,25
10/25/2014 1:00,0,7.8,137,22.47,100,12.3,149,11.3,0,0,22.06,22.77,24.6,24.7,25.1
10/25/2014 2:00,0,6.7,132,22.64,100,12.3,150,11.6,0,0,22.27,23.16,24.7,24.7,25.1
10/25/2014 3:00,0,8.4,141,22.63,100,12.3,130,12.8,0,0,22.46,23.16,24.7,24.8,25.2
10/25/2014 4:00,0,8.2,126,22.67,100,12.3,134,11.8,0,0,22.36,23.06,24.8,24.9,25.2
10/25/2014 5:00,0,6,108,22.78,100,12.3,112,8.6,0,0,22.65,23.06,24.9,24.9,25.3
10/25/2014 6:00,0,6.9,104,23.09,100,12.3,97,11.4,0,0,22.76,23.56,25,25,25.3
10/25/2014 7:00,0,7.7,100,23.46,100,12.3,119,10.6,0,0,23.16,23.76,25,25.1,25.4
10/25/2014 8:00,0,7,118,23.72,100,12.3,111,10.8,0,0,23.26,23.95,25.1,25.1,25.4
